Title,Description,Instructor,Rating,Price,Details,Page
"Mastering Agile Project Management And Scrum Master's Role
Discover Agile Project Management And Scrum Master Role",Discover Agile Project Management And Scrum Master Role,ADVANCE ANZ ADVANCE ANZ,"Rating: 4.6 out of 5
4.6
(72)","Current price
$19.99","2 total hours
50 lectures
All Levels",164
"Practice Tests - AI-900: Azure AI Fundamental
100% Original material with 100% Success, 4 complete timed practice tests for AI-900 Azure AI Fundamentals exam","100% Original material with 100% Success, 4 complete timed practice tests for AI-900 Azure AI Fundamentals exam",Richa HarSivo,"Rating: 4.6 out of 5
4.6
(72)","Current price
$39.99","141 questions
All Levels",164
"CISSP CORE-CONCEPTS -Domain-6 | The Ultimate CISSP Course
Master all Concepts you MUST know Before the CISSP Exam. Develop the ""Think like a Manager"" Mindset","Master all Concepts you MUST know Before the CISSP Exam. Develop the ""Think like a Manager"" Mindset",Manoj Sharma,"Rating: 4.8 out of 5
4.8
(72)","Current price
$34.99","2.5 total hours
15 lectures
All Levels",164
"Professional Scrum Master PSM I - Practice 320 Questions NEW
Prepare for the PSM I Certification based on the newest Scrum Guide v2020",Prepare for the PSM I Certification based on the newest Scrum Guide v2020,Guney Ozkaya,"Rating: 4.2 out of 5
4.2
(72)","Current price
$44.99","320 questions
All Levels",164
"Microsoft Azure Fundamentals Pack - AZ-900 + DP-900 + AI-900
Comprehensive Microsoft Azure Fundamentals Pack - Ace AZ-900, DP-900 and AI-900 Exams - Master the Power of Azure Cloud!","Comprehensive Microsoft Azure Fundamentals Pack - Ace AZ-900, DP-900 and AI-900 Exams - Master the Power of Azure Cloud!",Paweł Krakowiak,"Rating: 4.2 out of 5
4.2
(72)","Current price
$39.99","480 questions
Beginner",164
"Exam MB-920 Microsoft Dynamics 365 Fundamentals(ERP) prepare
Latest, Updated, Unique Question/Answers of Microsoft MB-920 which help you to prepare for the real exam.","Latest, Updated, Unique Question/Answers of Microsoft MB-920 which help you to prepare for the real exam.",Wasif Abid,"Rating: 4.1 out of 5
4.1
(72)","Current price
$49.99","80 questions
All Levels",164
"AI-900: MS Azure AI Fundamentals – Learn & Get Certified
Master AI with Microsoft Azure. Prepare for the AI-900 Exam while learning Generative AI, NLP, Vision, and Speech | 2026","Master AI with Microsoft Azure. Prepare for the AI-900 Exam while learning Generative AI, NLP, Vision, and Speech | 2026","RPATech - Automating Intelligence, Aahana Singh","Rating: 4.6 out of 5
4.6
(72)","Current price
$24.99","2.5 total hours
44 lectures
All Levels",164
"Master Certified Information Privacy Manager (CIPM) Training
CIPM Essentials: Design, Build, Implement, Lead, & Audit Privacy Programs Like a Pro. Exam Success and Productive Tips.","CIPM Essentials: Design, Build, Implement, Lead, & Audit Privacy Programs Like a Pro. Exam Success and Productive Tips.",Force Academy,"Rating: 4.7 out of 5
4.7
(72)","Current price
$19.99","1.5 total hours
24 lectures
All Levels",164
"CIPT Course 101 : Certified Information Privacy Technologist
CIPT , Certified Information Privacy Technologist, CISA, IAPP, Information privacy certification, CIPT Exam preparation","CIPT , Certified Information Privacy Technologist, CISA, IAPP, Information privacy certification, CIPT Exam preparation",Dr. José Prabhu J,"Rating: 3.6 out of 5
3.6
(72)","Current price
$19.99","1 total hour
7 lectures
All Levels",164
"Talend Data Integration Course
Go from Zero to Hero in Talend Data Integration. This course is made to get you up and running with Talend.",Go from Zero to Hero in Talend Data Integration. This course is made to get you up and running with Talend.,Imad A. BENSAID,"Rating: 4.5 out of 5
4.5
(72)","Current price
$59.99","6 total hours
106 lectures
Beginner",164
"CompTIA Cloud+ (CV0-004): Complete Exam Prep & Cloud Mastery
Achieve Cloud Proficiency: Comprehensive Training for CompTIA Cloud+ (CV0-004) Certification Success",Achieve Cloud Proficiency: Comprehensive Training for CompTIA Cloud+ (CV0-004) Certification Success,YouAccel Training,"Rating: 3.5 out of 5
3.5
(72)","Current price
$19.99","34 total hours
290 lectures
All Levels",164
"Databricks Certified Generative AI Engineer Associate
[New & Latest] Practice Exam for Databricks Certified Generative AI Engineer Associate",[New & Latest] Practice Exam for Databricks Certified Generative AI Engineer Associate,Santosh Joshi | 6x Databricks Certified | MSc in Data Science,"Rating: 4.6 out of 5
4.6
(72)","Current price
$24.99","135 questions
All Levels",165
"DP-900 Azure Data Fundamentals hands on course with sims
Get prepared for the DP-900 exam with instructor led labs and hands on simulations available 24/7",Get prepared for the DP-900 exam with instructor led labs and hands on simulations available 24/7,"John Christopher | 490,000+ enrollments","Rating: 4.8 out of 5
4.8
(72)","Current price
$19.99","7.5 total hours
81 lectures
All Levels",165
"Oracle Exadata Machine X9M Implementation Essentials 1Z0-902
Oracle Exadata Database Machine X9M Implementation Essentials Exam Number: 1Z0-902",Oracle Exadata Database Machine X9M Implementation Essentials Exam Number: 1Z0-902,IT Exams,"Rating: 3.9 out of 5
3.9
(72)","Current price
$39.99","90 questions
Expert",165
"CompTIA CySA+ (Exam CS0-003) Practice Tests *New*
Master the CompTIA CySA+ (Exam CS0-003) with Confidence: Comprehensive Practice Tests and In-Depth Learning",Master the CompTIA CySA+ (Exam CS0-003) with Confidence: Comprehensive Practice Tests and In-Depth Learning,On Top eLearning,"Rating: 4.9 out of 5
4.9
(72)","Current price
$24.99","510 questions
All Levels",165
"RHCE Practice Exam
RHCE Practice Exam",RHCE Practice Exam,Fidel DominguezValero,"Rating: 3.9 out of 5
3.9
(72)","Current price
$19.99","5 total hours
16 lectures
Intermediate",165
"CompTIA A+ CompTIA A 220-1001 Exam and A+ Certification Prep
CompTIA A+ course help you with CompTIA A 220-1001 practice exam, CompTIA A+ certification to strengthen your IT career.","CompTIA A+ course help you with CompTIA A 220-1001 practice exam, CompTIA A+ certification to strengthen your IT career.","Oak Academy, OAK Academy Team","Rating: 4.7 out of 5
4.7
(72)","Current price
$19.99","15 total hours
174 lectures
All Levels",165
"AB-100: Agentic AI Business Solutions Architect Exam Prep
Prepare for the AB 100 Certification with Instructor-led Labs and Practise Tests",Prepare for the AB 100 Certification with Instructor-led Labs and Practise Tests,Kuljot Singh Bakshi,"Rating: 4.8 out of 5
4.8
(72)","Current price
$24.99","14 total hours
94 lectures
Intermediate",165
"Tableau Desktop Specialist Certification Exams
180 Practice Questions with Detailed Answers for Tableau Desktop Specialist Exam",180 Practice Questions with Detailed Answers for Tableau Desktop Specialist Exam,Pasha Academy,"Rating: 4.2 out of 5
4.2
(71)","Current price
$27.99","181 questions
All Levels",165
"Simulated PSM II 2021 - Simulated Exam - Updated
Make Sure You Are Ready To Pass Scrum org's PSM II Test - Mock Exam Questions",Make Sure You Are Ready To Pass Scrum org's PSM II Test - Mock Exam Questions,"Gabriel Vaz, PSM II + PMP","Rating: 3.9 out of 5
3.9
(71)","Current price
$19.99","92 questions
Expert",165
"ITIL® 4’s Guiding Principles
Get Ready to Understand the Value ITIL 4 Brings to Your Organization",Get Ready to Understand the Value ITIL 4 Brings to Your Organization,Dr. Suzanne Van Hove,"Rating: 4.6 out of 5
4.6
(71)","Current price
$34.99","1.5 total hours
6 lectures
Beginner",165
"Certified Kubernetes Administrator (CKA) 2020 - Mock Exams
Practice questions to pass Certified Kubernetes Administrator (CKA) Certification in first attempt GUARANTEED",Practice questions to pass Certified Kubernetes Administrator (CKA) Certification in first attempt GUARANTEED,Ricky Brar,"Rating: 3.8 out of 5
3.8
(71)","Current price
$39.99","60 questions
All Levels",165
"Training for the SnowPro Specialty: Snowpark Certification
Course and Practice Exams, to help you become a Snowpark Specialist with a new Snowflake certification","Course and Practice Exams, to help you become a Snowpark Specialist with a new Snowflake certification",Cristian Scutaru,"Rating: 4.4 out of 5
4.4
(71)","Current price
$44.99","7 total hours
42 lectures
Intermediate",165
"Fortinet NSE 7 - Enterprise Firewall 7.6 Administrator Exam
Easily Pass the Fortinet NSE 7 - Enterprise Firewall 7.6 Administrator On Your First Try: Latest Questions + Explanation",Easily Pass the Fortinet NSE 7 - Enterprise Firewall 7.6 Administrator On Your First Try: Latest Questions + Explanation,Tech Hub+,"Rating: 4.5 out of 5
4.5
(71)","Current price
$19.99","111 questions
All Levels",165
"Fortinet NSE 4 - FortiOS 7.6 Administrator Practice Test
Fortinet NSE 4 - FortiOS 7.6 Administrator (FCP - Fortigate 7.6 Administrator) Practice Test",Fortinet NSE 4 - FortiOS 7.6 Administrator (FCP - Fortigate 7.6 Administrator) Practice Test,CloudShield Learning,"Rating: 4.3 out of 5
4.3
(71)","Current price
$19.99","307 questions
Intermediate",165
"Professional Product Owner 1 (PSPO1) - Practice Exams - 2025
[June 2025] Professional Scrum Product Owner (PSPO 1) Mock Exams with Bonus Scrum Master 1 (PSM I) Exam - 400 Questions",[June 2025] Professional Scrum Product Owner (PSPO 1) Mock Exams with Bonus Scrum Master 1 (PSM I) Exam - 400 Questions,Bulbul Thirumaran,"Rating: 4.5 out of 5
4.5
(71)","Current price
$39.99","400 questions
All Levels",165
"CCNA Security and CCNP Security Deep Dive Part::2
CCNA Security and CCNP Security 2016 With Baldev",CCNA Security and CCNP Security 2016 With Baldev,Baldev Singh,"Rating: 4.4 out of 5
4.4
(71)","Current price
$19.99","12 total hours
72 lectures
All Levels",165
"Comprehensive Software Asset Management Global Certification
IT Asset Management, ITIL, Hardware Asset Management, ITAM, SAM, HAM, Software Licensing, IT Audit, Risk Management, IT","IT Asset Management, ITIL, Hardware Asset Management, ITAM, SAM, HAM, Software Licensing, IT Audit, Risk Management, IT",Global SAM Excellence Academy,"Rating: 4.4 out of 5
4.4
(71)","Current price
$19.99","3.5 total hours
13 lectures
All Levels",166
"MS-700 Practice Tests Prep Exam
Pass the exam:: MS-700: Managing Microsoft Teams [My practice tests will help you reach your goal].",Pass the exam:: MS-700: Managing Microsoft Teams [My practice tests will help you reach your goal].,David Junior,"Rating: 3.9 out of 5
3.9
(71)","Current price
$49.99","406 questions
All Levels",166
"CyberArk CDE Excellency for Success (Updated)
Master the CyberArk Certified Delivery Engineer with Ease, Simplifying Secure Credential Access for Success.","Master the CyberArk Certified Delivery Engineer with Ease, Simplifying Secure Credential Access for Success.",Muhammad Usman Anwar,"Rating: 4.7 out of 5
4.7
(71)","Current price
$19.99","1.5 total hours
20 lectures
All Levels",166
"AI-102: Designing and Implementing a Microsoft Azure AI Sol.
AI-102: Designing and Implementing a Microsoft Azure AI Solution",AI-102: Designing and Implementing a Microsoft Azure AI Solution,Jose Mendez,"Rating: 3.6 out of 5
3.6
(71)","Current price
$39.99","231 questions
All Levels",166
"Practice Exams | Flutter Certified Application Developer
Real World Exam Simulator with 4 Complete Practice Tests, Answer Explanations, References and Instructor Support","Real World Exam Simulator with 4 Complete Practice Tests, Answer Explanations, References and Instructor Support","Manuel Müller, Laura Reinhold","Rating: 4.4 out of 5
4.4
(71)","Current price
$44.99","180 questions
All Levels",166
"AI-102 Microsoft Azure AI Engineer Associate Exam Mastery
Azure AI Certification Prep with Real Exam Questions, Cognitive Services, and Machine Learning","Azure AI Certification Prep with Real Exam Questions, Cognitive Services, and Machine Learning",Nguyễn Duy Tân,"Rating: 4.4 out of 5
4.4
(71)","Current price
$19.99","400 questions
All Levels",166
"AZ-104 Azure Admin Practice Tests & Case Studies 2026 UPDATE
Prepare for Azure Admin (AZ-104) with full-length mock exams, domain coverage, and detailed answer feedback.","Prepare for Azure Admin (AZ-104) with full-length mock exams, domain coverage, and detailed answer feedback.",Techy Guy,"Rating: 3.7 out of 5
3.7
(71)","Current price
$39.99","231 questions
All Levels",166
"AWS Certified SysOps Administrator Associate Hands-On + Exam
Theory | Hands-On Labs | Full Practice Exam with Explanations | Downloadable PDF Slides | Pass the certification exam",Theory | Hands-On Labs | Full Practice Exam with Explanations | Downloadable PDF Slides | Pass the certification exam,Deepak Dubey,"Rating: 4.5 out of 5
4.5
(70)","Current price
$19.99","35 total hours
120 lectures
Intermediate",166
"DSCI Certified Privacy Principle (DCPP) - Mock Test
Sharpen your privacy skills with DCPP-style questions to boost confidence and align with DSCI certification goals",Sharpen your privacy skills with DCPP-style questions to boost confidence and align with DSCI certification goals,Bhavesh Gohil,"Rating: 4.2 out of 5
4.2
(70)","Current price
$19.99","150 questions
All Levels",166
"CompTIA A+ Certification (Part1 of 2)
CompTIA A+ Certification (Part1 of 2)",CompTIA A+ Certification (Part1 of 2),Stone River eLearning,"Rating: 4.1 out of 5
4.1
(70)","Current price
$19.99","20.5 total hours
545 lectures
All Levels",166
"MikroTik Enterprise Wireless Engineer with LABS
Understand how to implements a wireless network for an enterprise and be ready for the MikroTik MTCEWE exam",Understand how to implements a wireless network for an enterprise and be ready for the MikroTik MTCEWE exam,MA ICT B.V,"Rating: 4.8 out of 5
4.8
(70)","Current price
$44.99","7 total hours
39 lectures
All Levels",166
"Azure AI Fundamentals AI 900 Exam: 2 Practice Test
Be a Microsoft Certified Azure AI Fundamentals|100+ REAL EXAM style questions|Proper explanation with reference links",Be a Microsoft Certified Azure AI Fundamentals|100+ REAL EXAM style questions|Proper explanation with reference links,Sidd Len,"Rating: 4.3 out of 5
4.3
(70)","Current price
$19.99","104 questions
All Levels",166
"725 GB of files- GNS3: Install network devices & VM on GNS3.
Step-by-Step Guide to Installing and Running Network & Security Devices in GNS3 for Real-World Lab Practice.",Step-by-Step Guide to Installing and Running Network & Security Devices in GNS3 for Real-World Lab Practice.,Bhanu Pratap Mahato,"Rating: 4.1 out of 5
4.1
(70)","Current price
$24.99","2.5 total hours
31 lectures
All Levels",166
